Country,Inc_pw_us,TFP_K06_US,Measure,Year
Rwanda,0.04,0.234,LF,1974
Rwanda,0.041,0.231,LF,1975
Rwanda,0.046,0.25,LF,1976
Rwanda,0.043,0.231,LF,1977
Rwanda,0.043,0.231,LF,1978
Rwanda,0.045,0.244,LF,1979
Rwanda,0.048,0.254,LF,1980
Rwanda,0.052,0.273,LF,1981
Rwanda,0.052,0.262,LF,1982
Rwanda,0.051,0.257,LF,1983
Rwanda,0.044,0.214,LF,1984
Rwanda,0.044,0.213,LF,1985
Rwanda,0.045,0.213,LF,1986
Rwanda,0.043,0.204,LF,1987
Rwanda,0.043,0.2,LF,1988
Rwanda,0.041,0.195,LF,1989
Rwanda,0.04,0.191,LF,1990
Rwanda,0.042,0.198,LF,1991
Rwanda,0.042,0.203,LF,1992
Rwanda,0.037,0.179,LF,1993
Rwanda,0.021,0.096,LF,1994
Rwanda,0.027,0.127,LF,1995
Rwanda,0.029,0.142,LF,1996
Rwanda,0.027,0.137,LF,1997
Rwanda,0.027,0.143,LF,1998
Rwanda,0.028,0.15,LF,1999
Rwanda,0.028,0.151,LF,2000
Senegal,0.106,0.319,LF,1961
Senegal,0.1,0.305,LF,1962
Senegal,0.093,0.278,LF,1963
Senegal,0.089,0.266,LF,1964
Senegal,0.087,0.259,LF,1965
Senegal,0.085,0.255,LF,1966
Senegal,0.08,0.241,LF,1967
Senegal,0.081,0.245,LF,1968
Senegal,0.072,0.22,LF,1969
Senegal,0.077,0.232,LF,1970
Senegal,0.073,0.218,LF,1971
Senegal,0.073,0.217,LF,1972
Senegal,0.064,0.19,LF,1973
Senegal,0.067,0.2,LF,1974
Senegal,0.073,0.216,LF,1975
Senegal,0.075,0.223,LF,1976
Senegal,0.067,0.202,LF,1977
Senegal,0.061,0.187,LF,1978
Senegal,0.064,0.2,LF,1979
Senegal,0.061,0.195,LF,1980
Senegal,0.058,0.188,LF,1981
Senegal,0.071,0.231,LF,1982
Senegal,0.07,0.228,LF,1983
Senegal,0.061,0.203,LF,1984
Senegal,0.062,0.208,LF,1985
Senegal,0.062,0.213,LF,1986
Senegal,0.061,0.211,LF,1987
Senegal,0.062,0.214,LF,1988
Senegal,0.059,0.205,LF,1989
Senegal,0.059,0.205,LF,1990
Senegal,0.059,0.208,LF,1991
Senegal,0.057,0.2,LF,1992
Senegal,0.054,0.192,LF,1993
Senegal,0.054,0.194,LF,1994
Senegal,0.054,0.197,LF,1995
Senegal,0.054,0.197,LF,1996
Senegal,0.054,0.198,LF,1997
Senegal,0.053,0.195,LF,1998
Senegal,0.053,0.199,LF,1999
Senegal,0.053,0.2,LF,2000
Seychelles,0.19,0.565,LF,1961
Seychelles,0.193,0.558,LF,1962
Seychelles,0.204,0.573,LF,1963
Seychelles,0.202,0.555,LF,1964
Seychelles,0.181,0.489,LF,1965
Seychelles,0.174,0.466,LF,1966
Seychelles,0.186,0.494,LF,1967
Seychelles,0.191,0.505,LF,1968
Seychelles,0.19,0.486,LF,1969
Seychelles,0.22,0.522,LF,1970
Seychelles,0.244,0.549,LF,1971
Seychelles,0.233,0.483,LF,1972
Seychelles,0.236,0.47,LF,1973
Seychelles,0.232,0.451,LF,1974
Seychelles,0.267,0.507,LF,1975
Seychelles,0.293,0.543,LF,1976
Seychelles,0.319,0.576,LF,1977
Seychelles,0.325,0.576,LF,1978
Seychelles,0.368,0.64,LF,1979
Seychelles,0.395,0.672,LF,1980
Seychelles,0.365,0.618,LF,1981
Seychelles,0.422,0.699,LF,1982
Seychelles,0.393,0.652,LF,1983
Seychelles,0.384,0.642,LF,1984
Seychelles,0.312,0.521,LF,1985
Seychelles,0.329,0.548,LF,1986
Seychelles,0.315,0.526,LF,1987
Seychelles,0.318,0.528,LF,1988
Seychelles,0.351,0.574,LF,1989
Seychelles,0.382,0.621,LF,1990
Seychelles,0.398,0.642,LF,1991
Seychelles,0.414,0.665,LF,1992
Seychelles,0.428,0.679,LF,1993
Seychelles,0.405,0.64,LF,1994
Seychelles,0.382,0.601,LF,1995
Seychelles,0.378,0.578,LF,1996
Seychelles,0.389,0.589,LF,1997
Seychelles,0.38,0.574,LF,1998
Seychelles,0.375,0.565,LF,1999
Seychelles,0.365,0.555,LF,2000
Sierra Leone,0.082,0.502,LF,1961
Sierra Leone,0.089,0.521,LF,1962
Sierra Leone,0.091,0.504,LF,1963
Sierra Leone,0.088,0.469,LF,1964
Sierra Leone,0.084,0.434,LF,1965
Sierra Leone,0.082,0.411,LF,1966
Sierra Leone,0.077,0.378,LF,1967
Sierra Leone,0.085,0.415,LF,1968
Sierra Leone,0.087,0.42,LF,1969
Sierra Leone,0.095,0.445,LF,1970
Sierra Leone,0.089,0.409,LF,1971
Sierra Leone,0.086,0.401,LF,1972
Sierra Leone,0.081,0.38,LF,1973
Sierra Leone,0.088,0.406,LF,1974
Sierra Leone,0.089,0.41,LF,1975
Sierra Leone,0.086,0.397,LF,1976
Sierra Leone,0.077,0.358,LF,1977
Sierra Leone,0.062,0.294,LF,1978
Sierra Leone,0.064,0.306,LF,1979
Sierra Leone,0.072,0.342,LF,1980
Sierra Leone,0.074,0.351,LF,1981
Sierra Leone,0.08,0.382,LF,1982
Sierra Leone,0.076,0.364,LF,1983
Sierra Leone,0.074,0.358,LF,1984
Sierra Leone,0.067,0.328,LF,1985
Sierra Leone,0.065,0.319,LF,1986
Sierra Leone,0.068,0.326,LF,1987
Sierra Leone,0.066,0.311,LF,1988
Sierra Leone,0.066,0.303,LF,1989
Sierra Leone,0.066,0.292,LF,1990
Sierra Leone,0.061,0.264,LF,1991
Sierra Leone,0.053,0.23,LF,1992
Sierra Leone,0.051,0.223,LF,1993
Sierra Leone,0.05,0.218,LF,1994
Sierra Leone,0.044,0.194,LF,1995
Sierra Leone,0.044,0.198,LF,1996
Sierra Leone,0.036,0.163,LF,1997
Sierra Leone,0.034,0.157,LF,1998
Sierra Leone,0.03,0.14,LF,1999
Sierra Leone,0.03,0.14,LF,2000
Singapore,0.222,0.39,LF,1961
Singapore,0.296,0.493,LF,1962
Singapore,0.318,0.505,LF,1963
Singapore,0.361,0.546,LF,1964
Singapore,0.256,0.373,LF,1965
Singapore,0.264,0.374,LF,1966
Singapore,0.289,0.398,LF,1967
Singapore,0.315,0.42,LF,1968
Singapore,0.346,0.445,LF,1969
Singapore,0.393,0.477,LF,1970
Singapore,0.414,0.483,LF,1971
Singapore,0.432,0.49,LF,1972
Singapore,0.445,0.496,LF,1973
Singapore,0.464,0.505,LF,1974
Singapore,0.488,0.52,LF,1975
Singapore,0.481,0.506,LF,1976
Singapore,0.475,0.498,LF,1977
Singapore,0.483,0.505,LF,1978
Singapore,0.512,0.53,LF,1979
Singapore,0.561,0.573,LF,1980
Singapore,0.573,0.584,LF,1981
Singapore,0.614,0.617,LF,1982
Singapore,0.635,0.623,LF,1983
Singapore,0.628,0.61,LF,1984
Singapore,0.586,0.564,LF,1985
Singapore,0.581,0.556,LF,1986
Singapore,0.61,0.582,LF,1987
Singapore,0.64,0.613,LF,1988
Singapore,0.658,0.632,LF,1989
Singapore,0.693,0.665,LF,1990
Singapore,0.69,0.667,LF,1991
Singapore,0.668,0.651,LF,1992
Singapore,0.696,0.68,LF,1993
Singapore,0.664,0.655,LF,1994
Singapore,0.699,0.685,LF,1995
Singapore,0.754,0.733,LF,1996
Singapore,0.75,0.726,LF,1997
Singapore,0.71,0.684,LF,1998
Singapore,0.737,0.702,LF,1999
Singapore,0.787,0.742,LF,2000
South Africa,0.452,0.629,LF,1961
South Africa,0.453,0.639,LF,1962
South Africa,0.452,0.64,LF,1963
South Africa,0.445,0.626,LF,1964
South Africa,0.446,0.622,LF,1965
South Africa,0.438,0.612,LF,1966
South Africa,0.452,0.625,LF,1967
South Africa,0.452,0.623,LF,1968
South Africa,0.456,0.624,LF,1969
South Africa,0.479,0.647,LF,1970
South Africa,0.482,0.641,LF,1971
South Africa,0.466,0.62,LF,1972
South Africa,0.459,0.611,LF,1973
South Africa,0.481,0.631,LF,1974
South Africa,0.508,0.656,LF,1975
South Africa,0.49,0.631,LF,1976
South Africa,0.465,0.606,LF,1977
South Africa,0.449,0.592,LF,1978
South Africa,0.449,0.599,LF,1979
South Africa,0.479,0.642,LF,1980
South Africa,0.484,0.649,LF,1981
South Africa,0.502,0.677,LF,1982
South Africa,0.474,0.649,LF,1983
South Africa,0.451,0.629,LF,1984
South Africa,0.427,0.608,LF,1985
South Africa,0.408,0.592,LF,1986
South Africa,0.397,0.588,LF,1987
South Africa,0.387,0.583,LF,1988
South Africa,0.379,0.583,LF,1989
South Africa,0.374,0.586,LF,1990
South Africa,0.375,0.594,LF,1991
South Africa,0.355,0.573,LF,1992
South Africa,0.348,0.571,LF,1993
South Africa,0.336,0.561,LF,1994
South Africa,0.33,0.559,LF,1995
South Africa,0.33,0.569,LF,1996
South Africa,0.322,0.565,LF,1997
South Africa,0.307,0.551,LF,1998
South Africa,0.297,0.545,LF,1999
South Africa,0.287,0.538,LF,2000
Spain,0.423,0.537,LF,1961
Spain,0.45,0.557,LF,1962
Spain,0.48,0.58,LF,1963
Spain,0.486,0.576,LF,1964
Spain,0.496,0.577,LF,1965
Spain,0.514,0.588,LF,1966
Spain,0.532,0.598,LF,1967
Spain,0.547,0.605,LF,1968
Spain,0.587,0.638,LF,1969
Spain,0.616,0.657,LF,1970
Spain,0.628,0.662,LF,1971
Spain,0.654,0.681,LF,1972
Spain,0.673,0.695,LF,1973
Spain,0.718,0.733,LF,1974
Spain,0.743,0.746,LF,1975
Spain,0.727,0.724,LF,1976
Spain,0.712,0.709,LF,1977
Spain,0.687,0.687,LF,1978
Spain,0.673,0.676,LF,1979
Spain,0.698,0.703,LF,1980
Spain,0.674,0.686,LF,1981
Spain,0.706,0.72,LF,1982
Spain,0.69,0.705,LF,1983
Spain,0.644,0.667,LF,1984
Spain,0.633,0.661,LF,1985
Spain,0.634,0.666,LF,1986
Spain,0.647,0.682,LF,1987
Spain,0.658,0.693,LF,1988
Spain,0.667,0.703,LF,1989
Spain,0.682,0.715,LF,1990
Spain,0.711,0.738,LF,1991
Spain,0.698,0.722,LF,1992
Spain,0.675,0.699,LF,1993
Spain,0.671,0.696,LF,1994
Spain,0.731,0.76,LF,1995
Spain,0.682,0.709,LF,1996
Spain,0.683,0.714,LF,1997
Spain,0.688,0.723,LF,1998
Spain,0.689,0.729,LF,1999
Spain,0.684,0.728,LF,2000
Sri Lanka,0.106,0.319,LF,1961
Sri Lanka,0.105,0.315,LF,1962
Sri Lanka,0.1,0.301,LF,1963
Sri Lanka,0.099,0.298,LF,1964
Sri Lanka,0.094,0.289,LF,1965
Sri Lanka,0.092,0.285,LF,1966
Sri Lanka,0.095,0.294,LF,1967
Sri Lanka,0.094,0.291,LF,1968
Sri Lanka,0.095,0.295,LF,1969
Sri Lanka,0.098,0.298,LF,1970
Sri Lanka,0.097,0.295,LF,1971
Sri Lanka,0.092,0.278,LF,1972
Sri Lanka,0.092,0.281,LF,1973
Sri Lanka,0.094,0.284,LF,1974
Sri Lanka,0.1,0.3,LF,1975
Sri Lanka,0.098,0.287,LF,1976
Sri Lanka,0.096,0.281,LF,1977
Sri Lanka,0.095,0.272,LF,1978
Sri Lanka,0.094,0.263,LF,1979
Sri Lanka,0.097,0.262,LF,1980
Sri Lanka,0.101,0.267,LF,1981
Sri Lanka,0.111,0.286,LF,1982
Sri Lanka,0.115,0.291,LF,1983
Sri Lanka,0.108,0.271,LF,1984
Sri Lanka,0.113,0.281,LF,1985
Sri Lanka,0.112,0.277,LF,1986
Sri Lanka,0.11,0.269,LF,1987
Sri Lanka,0.108,0.265,LF,1988
Sri Lanka,0.108,0.267,LF,1989
Sri Lanka,0.112,0.276,LF,1990
Sri Lanka,0.119,0.291,LF,1991
Sri Lanka,0.122,0.296,LF,1992
Sri Lanka,0.126,0.304,LF,1993
Sri Lanka,0.128,0.309,LF,1994
Sri Lanka,0.132,0.316,LF,1995
Sri Lanka,0.135,0.323,LF,1996
Sri Lanka,0.122,0.293,LF,1997
Sri Lanka,0.12,0.289,LF,1998
Sri Lanka,0.118,0.287,LF,1999
Sri Lanka,0.119,0.289,LF,2000
Sweden,0.804,0.769,LF,1961
Sweden,0.792,0.752,LF,1962
Sweden,0.802,0.756,LF,1963
Sweden,0.816,0.764,LF,1964
Sweden,0.796,0.743,LF,1965
Sweden,0.764,0.715,LF,1966
Sweden,0.775,0.724,LF,1967
Sweden,0.767,0.715,LF,1968
Sweden,0.781,0.729,LF,1969
Sweden,0.832,0.772,LF,1970
Sweden,0.81,0.75,LF,1971
Sweden,0.787,0.731,LF,1972
Sweden,0.777,0.726,LF,1973
Sweden,0.812,0.76,LF,1974
Sweden,0.859,0.797,LF,1975
Sweden,0.819,0.76,LF,1976
Sweden,0.76,0.713,LF,1977
Sweden,0.732,0.697,LF,1978
Sweden,0.748,0.721,LF,1979
Sweden,0.775,0.75,LF,1980
Sweden,0.754,0.738,LF,1981
Sweden,0.796,0.781,LF,1982
Sweden,0.784,0.773,LF,1983
Sweden,0.765,0.761,LF,1984
Sweden,0.766,0.764,LF,1985
Sweden,0.762,0.765,LF,1986
Sweden,0.762,0.768,LF,1987
Sweden,0.753,0.762,LF,1988
Sweden,0.749,0.76,LF,1989
Sweden,0.742,0.754,LF,1990
Sweden,0.743,0.753,LF,1991
Sweden,0.712,0.723,LF,1992
Sweden,0.689,0.706,LF,1993
Sweden,0.696,0.718,LF,1994
Sweden,0.71,0.738,LF,1995
Sweden,0.701,0.733,LF,1996
Sweden,0.693,0.731,LF,1997
Sweden,0.7,0.743,LF,1998
Sweden,0.71,0.761,LF,1999
Sweden,0.704,0.76,LF,2000
Switzerland,1.139,0.942,LF,1961
Switzerland,1.114,0.909,LF,1962
Switzerland,1.106,0.893,LF,1963
Switzerland,1.106,0.884,LF,1964
Switzerland,1.063,0.848,LF,1965
Switzerland,1.029,0.823,LF,1966
Switzerland,1.043,0.833,LF,1967
Switzerland,1.028,0.821,LF,1968
Switzerland,1.052,0.841,LF,1969
Switzerland,1.128,0.896,LF,1970
Switzerland,1.138,0.898,LF,1971
Switzerland,1.115,0.877,LF,1972
Switzerland,1.093,0.861,LF,1973
Switzerland,1.129,0.888,LF,1974
Switzerland,1.07,0.837,LF,1975
Switzerland,1.009,0.792,LF,1976
Switzerland,0.997,0.79,LF,1977
Switzerland,0.959,0.771,LF,1978
Switzerland,0.973,0.793,LF,1979
Switzerland,1.043,0.853,LF,1980
Switzerland,1.027,0.851,LF,1981
Switzerland,1.043,0.87,LF,1982
Switzerland,1.009,0.846,LF,1983
Switzerland,0.967,0.82,LF,1984
Switzerland,0.969,0.829,LF,1985
Switzerland,0.96,0.826,LF,1986
Switzerland,0.932,0.807,LF,1987
Switzerland,0.923,0.804,LF,1988
Switzerland,0.943,0.823,LF,1989
Switzerland,0.912,0.812,LF,1990
Switzerland,0.898,0.802,LF,1991
Switzerland,0.854,0.768,LF,1992
Switzerland,0.821,0.746,LF,1993
Switzerland,0.799,0.73,LF,1994
Switzerland,0.79,0.726,LF,1995
Switzerland,0.771,0.713,LF,1996
Switzerland,0.759,0.706,LF,1997
Switzerland,0.755,0.709,LF,1998
Switzerland,0.74,0.702,LF,1999
Switzerland,0.735,0.704,LF,2000
Syrian Arab Republic,0.154,0.353,LF,1961
Syrian Arab Republic,0.197,0.434,LF,1962
Syrian Arab Republic,0.166,0.361,LF,1963
Syrian Arab Republic,0.193,0.413,LF,1964
Syrian Arab Republic,0.187,0.402,LF,1965
Syrian Arab Republic,0.154,0.33,LF,1966
Syrian Arab Republic,0.165,0.354,LF,1967
Syrian Arab Republic,0.162,0.345,LF,1968
Syrian Arab Republic,0.179,0.377,LF,1969
Syrian Arab Republic,0.149,0.313,LF,1970
Syrian Arab Republic,0.157,0.33,LF,1971
Syrian Arab Republic,0.19,0.4,LF,1972
Syrian Arab Republic,0.172,0.363,LF,1973
Syrian Arab Republic,0.184,0.386,LF,1974
Syrian Arab Republic,0.225,0.457,LF,1975
Syrian Arab Republic,0.233,0.456,LF,1976
Syrian Arab Republic,0.17,0.322,LF,1977
Syrian Arab Republic,0.208,0.39,LF,1978
Syrian Arab Republic,0.21,0.393,LF,1979
Syrian Arab Republic,0.238,0.438,LF,1980
Syrian Arab Republic,0.268,0.49,LF,1981
Syrian Arab Republic,0.3,0.542,LF,1982
Syrian Arab Republic,0.29,0.519,LF,1983
Syrian Arab Republic,0.255,0.459,LF,1984
Syrian Arab Republic,0.226,0.406,LF,1985
Syrian Arab Republic,0.232,0.418,LF,1986
Syrian Arab Republic,0.206,0.377,LF,1987
Syrian Arab Republic,0.223,0.415,LF,1988
Syrian Arab Republic,0.196,0.373,LF,1989
Syrian Arab Republic,0.207,0.401,LF,1990
Syrian Arab Republic,0.218,0.428,LF,1991
Syrian Arab Republic,0.219,0.435,LF,1992
Syrian Arab Republic,0.224,0.448,LF,1993
Syrian Arab Republic,0.227,0.457,LF,1994
Syrian Arab Republic,0.234,0.478,LF,1995
Syrian Arab Republic,0.229,0.473,LF,1996
Syrian Arab Republic,0.22,0.463,LF,1997
Syrian Arab Republic,0.223,0.477,LF,1998
Syrian Arab Republic,0.205,0.448,LF,1999
Syrian Arab Republic,0.199,0.445,LF,2000
Thailand,0.073,0.179,LF,1961
Thailand,0.074,0.177,LF,1962
Thailand,0.076,0.178,LF,1963
Thailand,0.076,0.174,LF,1964
Thailand,0.077,0.173,LF,1965
Thailand,0.08,0.177,LF,1966
Thailand,0.084,0.181,LF,1967
Thailand,0.087,0.182,LF,1968
Thailand,0.089,0.183,LF,1969
Thailand,0.098,0.196,LF,1970
Thailand,0.097,0.192,LF,1971
Thailand,0.093,0.184,LF,1972
Thailand,0.096,0.188,LF,1973
Thailand,0.098,0.191,LF,1974
Thailand,0.104,0.2,LF,1975
Thailand,0.105,0.202,LF,1976
Thailand,0.109,0.207,LF,1977
Thailand,0.113,0.213,LF,1978
Thailand,0.114,0.215,LF,1979
Thailand,0.118,0.222,LF,1980
Thailand,0.121,0.228,LF,1981
Thailand,0.129,0.241,LF,1982
Thailand,0.129,0.239,LF,1983
Thailand,0.125,0.231,LF,1984
Thailand,0.124,0.231,LF,1985
Thailand,0.124,0.231,LF,1986
Thailand,0.128,0.239,LF,1987
Thailand,0.137,0.253,LF,1988
Thailand,0.145,0.265,LF,1989
Thailand,0.157,0.28,LF,1990
Thailand,0.172,0.296,LF,1991
Thailand,0.178,0.299,LF,1992
Thailand,0.187,0.306,LF,1993
Thailand,0.195,0.313,LF,1994
Thailand,0.207,0.324,LF,1995
Thailand,0.212,0.326,LF,1996
Thailand,0.199,0.306,LF,1997
Thailand,0.172,0.269,LF,1998
Thailand,0.173,0.275,LF,1999
Thailand,0.175,0.284,LF,2000
Togo,0.063,0.292,LF,1961
Togo,0.061,0.275,LF,1962
Togo,0.062,0.273,LF,1963
Togo,0.059,0.244,LF,1964
Togo,0.061,0.241,LF,1965
Togo,0.068,0.263,LF,1966
Togo,0.075,0.286,LF,1967
Togo,0.077,0.293,LF,1968
Togo,0.079,0.301,LF,1969
Togo,0.081,0.304,LF,1970
Togo,0.064,0.237,LF,1971
Togo,0.066,0.243,LF,1972
Togo,0.066,0.24,LF,1973
Togo,0.07,0.256,LF,1974
Togo,0.066,0.233,LF,1975
Togo,0.072,0.251,LF,1976
Togo,0.061,0.206,LF,1977
Togo,0.056,0.184,LF,1978
Togo,0.057,0.186,LF,1979
Togo,0.072,0.234,LF,1980
Togo,0.068,0.225,LF,1981
Togo,0.071,0.236,LF,1982
Togo,0.065,0.219,LF,1983
Togo,0.065,0.223,LF,1984
Togo,0.064,0.224,LF,1985
Togo,0.06,0.21,LF,1986
Togo,0.057,0.2,LF,1987
Togo,0.058,0.207,LF,1988
Togo,0.059,0.213,LF,1989
Togo,0.055,0.198,LF,1990
Togo,0.06,0.22,LF,1991
Togo,0.056,0.207,LF,1992
Togo,0.05,0.191,LF,1993
Togo,0.04,0.154,LF,1994
Togo,0.039,0.15,LF,1995
Togo,0.038,0.147,LF,1996
Togo,0.04,0.152,LF,1997
Togo,0.038,0.142,LF,1998
Togo,0.036,0.138,LF,1999
Togo,0.033,0.127,LF,2000
Trinidad and Tobago,0.495,0.769,LF,1961
Trinidad and Tobago,0.477,0.733,LF,1962
Trinidad and Tobago,0.494,0.756,LF,1963
Trinidad and Tobago,0.508,0.776,LF,1964
Trinidad and Tobago,0.476,0.728,LF,1965
Trinidad and Tobago,0.477,0.736,LF,1966
Trinidad and Tobago,0.497,0.779,LF,1967
Trinidad and Tobago,0.506,0.803,LF,1968
Trinidad and Tobago,0.522,0.843,LF,1969
Trinidad and Tobago,0.516,0.834,LF,1970
Trinidad and Tobago,0.459,0.733,LF,1971
Trinidad and Tobago,0.503,0.803,LF,1972
Trinidad and Tobago,0.479,0.771,LF,1973
Trinidad and Tobago,0.492,0.787,LF,1974
Trinidad and Tobago,0.511,0.8,LF,1975
Trinidad and Tobago,0.523,0.803,LF,1976
Trinidad and Tobago,0.516,0.785,LF,1977
Trinidad and Tobago,0.535,0.802,LF,1978
Trinidad and Tobago,0.538,0.799,LF,1979
Trinidad and Tobago,0.555,0.809,LF,1980
Trinidad and Tobago,0.585,0.849,LF,1981
Trinidad and Tobago,0.658,0.942,LF,1982
Trinidad and Tobago,0.597,0.853,LF,1983
Trinidad and Tobago,0.603,0.867,LF,1984
Trinidad and Tobago,0.527,0.758,LF,1985
Trinidad and Tobago,0.487,0.706,LF,1986
Trinidad and Tobago,0.476,0.698,LF,1987
Trinidad and Tobago,0.455,0.679,LF,1988
Trinidad and Tobago,0.436,0.661,LF,1989
Trinidad and Tobago,0.414,0.639,LF,1990
Trinidad and Tobago,0.502,0.784,LF,1991
Trinidad and Tobago,0.443,0.702,LF,1992
Trinidad and Tobago,0.425,0.685,LF,1993
Trinidad and Tobago,0.39,0.628,LF,1994
Trinidad and Tobago,0.394,0.641,LF,1995
Trinidad and Tobago,0.393,0.643,LF,1996
Trinidad and Tobago,0.321,0.523,LF,1997
Trinidad and Tobago,0.355,0.584,LF,1998
Trinidad and Tobago,0.396,0.662,LF,1999
Trinidad and Tobago,0.39,0.662,LF,2000
Tunisia,0.204,0.341,LF,1961
Tunisia,0.192,0.311,LF,1962
Tunisia,0.206,0.326,LF,1963
Tunisia,0.202,0.311,LF,1964
Tunisia,0.197,0.3,LF,1965
Tunisia,0.193,0.292,LF,1966
Tunisia,0.187,0.281,LF,1967
Tunisia,0.2,0.3,LF,1968
Tunisia,0.208,0.31,LF,1969
Tunisia,0.223,0.333,LF,1970
Tunisia,0.237,0.355,LF,1971
Tunisia,0.258,0.385,LF,1972
Tunisia,0.248,0.376,LF,1973
Tunisia,0.258,0.393,LF,1974
Tunisia,0.284,0.43,LF,1975
Tunisia,0.281,0.426,LF,1976
Tunisia,0.272,0.415,LF,1977
Tunisia,0.266,0.411,LF,1978
Tunisia,0.269,0.419,LF,1979
Tunisia,0.288,0.451,LF,1980
Tunisia,0.289,0.453,LF,1981
Tunisia,0.293,0.458,LF,1982
Tunisia,0.292,0.457,LF,1983
Tunisia,0.281,0.442,LF,1984
Tunisia,0.287,0.458,LF,1985
Tunisia,0.274,0.445,LF,1986
Tunisia,0.278,0.458,LF,1987
Tunisia,0.266,0.447,LF,1988
Tunisia,0.253,0.429,LF,1989
Tunisia,0.261,0.446,LF,1990
Tunisia,0.27,0.463,LF,1991
Tunisia,0.274,0.469,LF,1992
Tunisia,0.27,0.463,LF,1993
Tunisia,0.268,0.464,LF,1994
Tunisia,0.264,0.461,LF,1995
Tunisia,0.27,0.475,LF,1996
Tunisia,0.269,0.477,LF,1997
Tunisia,0.267,0.479,LF,1998
Tunisia,0.269,0.488,LF,1999
Tunisia,0.265,0.484,LF,2000
Turkey,0.18,0.379,LF,1961
Turkey,0.177,0.37,LF,1962
Turkey,0.189,0.39,LF,1963
Turkey,0.186,0.38,LF,1964
Turkey,0.179,0.368,LF,1965
Turkey,0.187,0.381,LF,1966
Turkey,0.192,0.387,LF,1967
Turkey,0.195,0.39,LF,1968
Turkey,0.199,0.395,LF,1969
Turkey,0.209,0.408,LF,1970
Turkey,0.212,0.414,LF,1971
Turkey,0.216,0.42,LF,1972
Turkey,0.211,0.407,LF,1973
Turkey,0.226,0.418,LF,1974
Turkey,0.249,0.443,LF,1975
Turkey,0.261,0.448,LF,1976
Turkey,0.254,0.437,LF,1977
Turkey,0.244,0.427,LF,1978
Turkey,0.237,0.419,LF,1979
Turkey,0.229,0.411,LF,1980
Turkey,0.237,0.428,LF,1981
Turkey,0.247,0.448,LF,1982
Turkey,0.246,0.45,LF,1983
Turkey,0.237,0.443,LF,1984
Turkey,0.238,0.447,LF,1985
Turkey,0.243,0.46,LF,1986
Turkey,0.254,0.472,LF,1987
Turkey,0.245,0.452,LF,1988
Turkey,0.233,0.429,LF,1989
Turkey,0.246,0.446,LF,1990
Turkey,0.248,0.446,LF,1991
Turkey,0.251,0.445,LF,1992
Turkey,0.259,0.451,LF,1993
Turkey,0.232,0.405,LF,1994
Turkey,0.238,0.413,LF,1995
Turkey,0.242,0.418,LF,1996
Turkey,0.245,0.421,LF,1997
Turkey,0.24,0.412,LF,1998
Turkey,0.218,0.378,LF,1999
Turkey,0.219,0.381,LF,2000
Uganda,0.033,0.23,LF,1961
Uganda,0.033,0.235,LF,1962
Uganda,0.033,0.23,LF,1963
Uganda,0.031,0.22,LF,1964
Uganda,0.031,0.216,LF,1965
Uganda,0.031,0.219,LF,1966
Uganda,0.03,0.215,LF,1967
Uganda,0.029,0.209,LF,1968
Uganda,0.03,0.21,LF,1969
Uganda,0.03,0.211,LF,1970
Uganda,0.032,0.225,LF,1971
Uganda,0.03,0.214,LF,1972
Uganda,0.028,0.202,LF,1973
Uganda,0.028,0.209,LF,1974
Uganda,0.03,0.223,LF,1975
Uganda,0.028,0.215,LF,1976
Uganda,0.027,0.21,LF,1977
Uganda,0.025,0.192,LF,1978
Uganda,0.019,0.155,LF,1979
Uganda,0.019,0.157,LF,1980
Uganda,0.027,0.223,LF,1981
Uganda,0.03,0.235,LF,1982
Uganda,0.03,0.231,LF,1983
Uganda,0.028,0.21,LF,1984
Uganda,0.026,0.192,LF,1985
Uganda,0.024,0.181,LF,1986
Uganda,0.024,0.175,LF,1987
Uganda,0.023,0.167,LF,1988
Uganda,0.023,0.163,LF,1989
Uganda,0.024,0.168,LF,1990
Uganda,0.025,0.173,LF,1991
Uganda,0.025,0.172,LF,1992
Uganda,0.025,0.177,LF,1993
Uganda,0.026,0.178,LF,1994
Uganda,0.027,0.185,LF,1995
Uganda,0.028,0.19,LF,1996
Uganda,0.029,0.191,LF,1997
Uganda,0.029,0.19,LF,1998
Uganda,0.029,0.191,LF,1999
Uganda,0.028,0.185,LF,2000
United Kingdom,0.699,0.783,LF,1961
United Kingdom,0.674,0.749,LF,1962
United Kingdom,0.679,0.75,LF,1963
United Kingdom,0.686,0.75,LF,1964
United Kingdom,0.667,0.725,LF,1965
United Kingdom,0.647,0.702,LF,1966
United Kingdom,0.653,0.705,LF,1967
United Kingdom,0.657,0.704,LF,1968
United Kingdom,0.659,0.703,LF,1969
United Kingdom,0.684,0.723,LF,1970
United Kingdom,0.679,0.716,LF,1971
United Kingdom,0.672,0.711,LF,1972
United Kingdom,0.69,0.729,LF,1973
United Kingdom,0.688,0.729,LF,1974
United Kingdom,0.706,0.746,LF,1975
United Kingdom,0.695,0.734,LF,1976
United Kingdom,0.685,0.726,LF,1977
United Kingdom,0.679,0.724,LF,1978
United Kingdom,0.684,0.734,LF,1979
United Kingdom,0.677,0.731,LF,1980
United Kingdom,0.653,0.717,LF,1981
United Kingdom,0.697,0.768,LF,1982
United Kingdom,0.699,0.772,LF,1983
United Kingdom,0.666,0.742,LF,1984
