TIME,GEO,NA_ITEM,SECTOR,UNIT,Value
2005Q3,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.3
2005Q3,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.9
2005Q3,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),4.7
2005Q3,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.8
2005Q3,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),107.8
2005Q3,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.8
2005Q3,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.7
2005Q3,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.7
2005Q3,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),104.3
2005Q3,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.3
2005Q3,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),11.9
2005Q3,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),17
2005Q3,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),7
2005Q3,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),63.5
2005Q3,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69
2005Q3,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),50.2
2005Q3,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.1
2005Q3,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),46.5
2005Q3,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.2
2005Q3,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),16
2005Q3,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26
2005Q3,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34.1
2005Q3,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38
2005Q3,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),47.2
2005Q3,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.5
2005Q3,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2005Q3,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.1
2005Q4,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.5
2005Q4,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.6
2005Q4,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62
2005Q4,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69.2
2005Q4,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69.3
2005Q4,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69.4
2005Q4,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69.5
2005Q4,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),94.6
2005Q4,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.8
2005Q4,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),28
2005Q4,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.4
2005Q4,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67
2005Q4,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),4.5
2005Q4,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.1
2005Q4,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),107.4
2005Q4,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.3
2005Q4,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.1
2005Q4,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.3
2005Q4,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),101.9
2005Q4,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.8
2005Q4,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),11.7
2005Q4,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),17.6
2005Q4,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),7.5
2005Q4,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),60.5
2005Q4,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70.1
2005Q4,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49.3
2005Q4,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.6
2005Q4,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),46.7
2005Q4,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.4
2005Q4,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),15.7
2005Q4,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.3
2005Q4,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34.1
2005Q4,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40
2005Q4,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.9
2005Q4,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.1
2005Q4,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2005Q4,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.3
2006Q1,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.3
2006Q1,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.4
2006Q1,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.8
